year,counterpart_area,value_commitments,avg_rate,avg_grace,avg_maturities,expected_payments,country
2000,African Dev. Bank,592399444.0,4.4088710732307845,6.604202475341824,27.781318134324042,250814176.35975868,Middle income
2000,Bondholders,54030476299.1,9.006845157493828,12.91309684669548,13.436785772655076,66106625412.120476,Middle income
2000,European Development Fund (EDF),251897541.1,8.113428523732463,4.27841142704624,16.79547609964792,199580050.05495742,Middle income
2000,European Investment Bank,964023936.4,5.633325873808749,5.492439797183111,16.338376251594422,511877709.1112109,Middle income
2000,World Bank-IBRD,9694090000.0,7.208615126329548,5.16493157067863,16.280225746717846,6815026857.857546,Middle income
2000,World Bank-IDA,3287658359.0,0.75,10.142550244398858,37.511839611457454,566634348.9115591,Middle income
2001,African Dev. Bank,1240080168.3,2.3143292493478063,9.16103634005425,29.999892983741287,400287457.131527,Middle income
2001,Bondholders,45256003825.8,7.901368594094205,10.994433498012482,13.281041564384356,38585921685.2167,Middle income
2001,European Development Fund (EDF),32940138.4,5.267071783159236,5.707265450347956,22.36270523441395,23345145.71194595,Middle income
2001,European Investment Bank,1616913528.5,4.87340831089915,5.329917361274753,20.13042207903525,946347671.810648,Middle income
2001,World Bank-IBRD,11051240000.0,4.287498700779279,5.243813357958021,15.787334359311714,4488880329.946553,Middle income
2001,World Bank-IDA,5736249000.0,0.75,10.127371632350687,37.56677935990924,991887508.1238172,Middle income
2002,African Dev. Bank,1164027717.3,2.0545570455532483,5.991755742090635,25.73557792385988,267473967.4376799,Middle income
2002,Bondholders,36991095999.2,8.1672281159797,10.595290602760585,12.665528069515045,31408213281.41424,Middle income
2002,European Development Fund (EDF),18354786.5,1.722503961851041,8.722158218010872,30.717040056958442,5137907.301730821,Middle income
2002,European Investment Bank,1646728773.0,4.3023891941052215,5.251410034018322,21.331697878893753,871787830.8300663,Middle income
2002,European Union,51943054.2,3.0039,11.9999,15.9999,19503967.563922495,Middle income
2002,World Bank-IBRD,10558040000.0,2.8255418339009895,5.40312788955147,15.169962492470194,2812122797.4029484,Middle income
2002,World Bank-IDA,4193303000.0,0.75,10.219921035875537,36.27217352037284,705524912.2413024,Middle income
2003,African Dev. Bank,1128819675.3,1.5019801103474977,6.514209899099861,27.341564548341648,230122736.12932602,Middle income
2003,Bondholders,51561400905.2,6.883013940363867,12.477247682436872,14.493135091644474,43926088107.59526,Middle income
2003,European Development Fund (EDF),626478.4,1.0,10.4166,39.9166,151947.55769491527,Middle income
2003,European Investment Bank,2814469753.7,4.344006665748976,4.842113501703914,19.29083051801069,1333950269.2584357,Middle income
2003,World Bank-IBRD,9609530000.0,1.885755616872001,5.790377495361375,15.768119263897402,1830748845.5852041,Middle income
2003,World Bank-IDA,3837435000.0,0.75,10.127367332345695,36.07426924052134,637946105.3506298,Middle income
2004,African Dev. Bank,1352145226.5,1.638819730301773,6.923017563701778,30.77265559828031,319608894.92466694,Middle income
2004,Bondholders,53125208730.5,6.63196054590913,11.937086125840164,13.740126273988023,42997611709.41535,Middle income
2004,European Investment Bank,2516714565.9,3.78461384110554,5.145214626722268,19.140312333873332,1121764834.4218378,Middle income
2004,World Bank-IBRD,9383645553.3,2.5178929648274924,5.172471011355563,16.74955927790306,2378858439.0791736,Middle income
2004,World Bank-IDA,5746940000.0,0.75,10.142233257524873,36.91400679961858,982126018.8418102,Middle income
2005,African Dev. Bank,1904682755.2,2.1920340592597185,6.607958493440342,26.80032770440147,535094956.44023126,Middle income
2005,Bondholders,55448385609.9,6.522048020782888,12.852490404845176,16.606961259725317,51723140290.97407,Middle income
2005,European Investment Bank,2360142997.7,3.5340354857684773,5.158470162587618,18.9364869543089,953530308.2266903,Middle income
2005,World Bank-IBRD,9921627483.0,4.287468563647574,5.506076639336934,17.293434513590636,4428594095.782283,Middle income
2005,World Bank-IDA,4920248000.0,0.75,10.154849875697323,36.261945200973614,824244454.1633806,Middle income
2006,African Dev. Bank,1716399791.7,3.603171127105049,6.834449575052346,26.989640164370396,796301009.289123,Middle income
2006,Bondholders,50820990168.4,6.715145279602889,14.151682957050886,17.191130750972047,51570947701.51554,Middle income
2006,European Development Fund (EDF),62887895.4,4.655858156382189,3.511740112272067,18.036897855108535,28588249.581967577,Middle income
2006,European Investment Bank,2180276460.5,3.5799186483713816,5.340087125920562,20.7029527810491,921165501.1210957,Middle income
2006,World Bank-IBRD,11407111291.9,5.5755150652503405,5.686012671937547,16.403118438638813,6494319236.929253,Middle income
2006,World Bank-IDA,4536089000.0,0.7558765294508111,10.171014388319982,37.628313782930626,789501375.6208146,Middle income
2007,African Dev. Bank,1412876839.0,2.5508328279894537,8.1845456829575,37.14622623223978,533514710.14059496,Middle income
2007,Bondholders,62793051197.6,6.235228095241164,13.071771596172105,18.48525010649613,57948782559.89389,Middle income
2007,European Development Fund (EDF),413932.0,0.75,10.4999,40.4999,76060.005,Middle income
2007,European Investment Bank,3333254058.9,4.1593106580544275,6.582458045477369,19.684166801513374,1719341132.3910155,Middle income
2007,World Bank-IBRD,11239202000.0,5.023387079598712,5.37784156382277,16.970018200562638,5685202071.197764,Middle income
2007,World Bank-IDA,7361995000.0,0.9217561997800867,10.07302109462177,36.64128160009617,1514929803.9286306,Middle income
2008,African Dev. Bank,1898301732.2,3.0036809843231254,7.446944791876017,31.59113570040044,781924329.2145443,Middle income
2008,Bondholders,48881794981.2,6.620920561271121,12.758327920671967,18.207830989463382,46699621484.98328,Middle income
2008,European Development Fund (EDF),2524947904.6,5.021112109698039,5.853331445688434,20.74208777980993,1513888743.2034605,Middle income
2008,European Investment Bank,2521678655.1,3.4008292783688554,4.852072761862963,20.381984728889254,1061033267.1553459,Middle income
2008,World Bank-IBRD,20184732000.0,2.93035947406188,6.809854734147573,23.06651588280687,8287377753.83397,Middle income
2008,World Bank-IDA,7285381000.0,0.75,10.075175188751281,36.28156969303321,1216795651.2054791,Middle income
2009,African Dev. Bank,10735385995.7,1.0549905265877584,5.688333968168074,22.37763379052588,1461267613.3841085,Middle income
2009,Bondholders,58544455356.3,5.999886742306,13.684539049845007,17.685293228876212,50887728092.90557,Middle income
2009,European Development Fund (EDF),1917379174.1,3.0240917315457136,5.970274758193517,13.201522864657562,471165984.2066384,Middle income
2009,European Investment Bank,4120397001.1,2.6265028750268304,4.682680501684837,23.237884427774006,1322429803.5880542,Middle income
2009,World Bank-IBRD,35039646000.0,1.2346879359797185,8.109666574933435,25.42754756292344,7142019363.294593,Middle income
2009,World Bank-IDA,8744328000.0,0.7609785451780857,10.18049046787815,36.54269238894058,1502330513.2671328,Middle income
2010,African Dev. Bank,2069980874.5,0.7191819378744314,8.717419870494378,29.77344821572918,279428919.61291695,Middle income
2010,African Export-Import Bank,60519000.0,6.0,0.0,3.0,3631140.0,Middle income
2010,Bondholders,88748008529.5,4.530027031376396,12.302859216115298,19.876769072005708,53995430822.82207,Middle income
2010,European Development Fund (EDF),23406409.900000002,2.268389795451715,3.0068024995332583,14.52380931526026,4392189.117395757,Middle income
2010,European Investment Bank,6028660443.1,2.7657846350690276,5.168105928393354,19.413348417202485,1890447518.7397933,Middle income
2010,European Union,265378796.6,1.2269,2.0,8.0,14651696.049684301,Middle income
2010,World Bank-IBRD,31940231000.0,0.8828568776913354,8.675929511048308,24.650787430416518,4437171776.979196,Middle income
2010,World Bank-IDA,9523840000.0,0.8104650859317251,10.108050105031165,35.704708270225034,1703068687.3195949,Middle income
2011,African Dev. Bank,3555980021.6000004,0.7747697790380466,7.972344900609124,26.50385912940025,448999551.11325693,Middle income
2011,Bondholders,107662098454.4,4.705524004170548,12.585282113324224,20.662851177939853,68063094722.51199,Middle income
2011,European Development Fund (EDF),936829.8,0.9642721634388658,9.733543284191002,37.45516898224202,202132.1535324362,Middle income
2011,European Investment Bank,3987533311.1,2.928760628661643,5.404211976397388,19.41645033672598,1385803711.0156348,Middle income
2011,World Bank-IBRD,18951953000.0,0.993101410282096,7.772954053526831,23.672391604685806,2762698802.4410515,Middle income
2011,World Bank-IDA,11481300000.0,0.75,1.2694394309877803,34.21793255676622,1461334943.980157,Middle income
2012,African Dev. Bank,3741438300.0,0.8561778912407455,6.07574585989007,29.44049043058821,507393458.58180475,Middle income
